Asset Name,Symbol,Type,Address,AssetType,precision,Link,Chainlink Price Feed,aggregatorName
USD Coin,USDC,currency,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,4,6,https://polygonscan.com/address/0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xfE4A8cc5b5B2366C1B58Bea3858e81843581b2F7
Tether USD,USDT,currency,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,4,6,https://polygonscan.com/address/0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x0A6513e40db6EB1b165753AD52E80663aeA50545
Dai USD,DAI,currency,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,4,18,https://polygonscan.com/address/0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0x4746DeC9e833A82EC7C2C1356372CcF2cfcD2F3D
Wrapped Matic,WMATIC,crypto,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0,18,https://polygonscan.com/address/0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xAB594600376Ec9fD91F8e885dADF0CE036862dE0
Wrapped Ether,WETH,crypto,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,4,18,https://polygonscan.com/address/0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xF9680D99D6C9589e2a93a78A04A279e509205945
Wrapped Bitcoin,WBTC,crypto,0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6,4,18,https://polygonscan.com/address/0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6,0xDE31F8bFBD8c84b5360CFACCa3539B938dd78ae6
Chainlink,LINK,crypto,0x53e0bca35ec356bd5dddfebbd1fc0fd03fabad39,4,18,https://polygonscan.com/address/0x53e0bca35ec356bd5dddfebbd1fc0fd03fabad39,0xd9FFdb71EbE7496cC440152d43986Aae0AB76665
Synthetix,SNX,crypto,0x50b728d8d964fd00c2d0aad81718b71311fef68a,4,18,https://polygonscan.com/address/0x50b728d8d964fd00c2d0aad81718b71311fef68a,0xbF90A5D9B6EE9019028dbFc2a9E50056d5252894
Aave,AAVE,crypto,0xd6df932a45c0f255f85145f286ea0b292b21c90b,0,18,https://polygonscan.com/address/0xd6df932a45c0f255f85145f286ea0b292b21c90b,0x72484B12719E23115761D5DA1646945632979bB6
Sushi,SUSHI,crypto,0x0b3f868e0be5597d5db7feb59e1cadbb0fdda50a,0,18,https://polygonscan.com/address/0x0b3f868e0be5597d5db7feb59e1cadbb0fdda50a,0x49B0c695039243BBfEb8EcD054EB70061fd54aa0
CRV,CRV,crypto,0x172370d5cd63279efa6d502dab29171933a610af,4,18,https://polygonscan.com/token/0x172370d5cd63279efa6d502dab29171933a610af,0x336584C8E6Dc19637A5b36206B1c79923111b405
Balancer,BAL,crypto,0x9a71012B13CA4d3D0Cdc72A177DF3ef03b0E76A3,0,18,https://polygonscan.com/token/0x9a71012B13CA4d3D0Cdc72A177DF3ef03b0E76A3,0xd106b538f2a868c28ca1ec7e298c3325e0251d66
Frax Share,FXS,crypto,0x3e121107f6f22da4911079845a470757af4e1a1b,0,18,https://polygonscan.com/address/0x3e121107f6f22da4911079845a470757af4e1a1b,0x6C0fe985D3cAcbCdE428b84fc9431792694d0f51
Frax USD,FRAX,currency,0x104592a158490a9228070e0a8e5343b499e125d0,0,18,https://polygonscan.com/address/0x3e121107f6f22da4911079845a470757af4e1a1b,0x00DBeB1e45485d53DF7C2F0dF1Aa0b6Dc30311d3
Sushi LP USDC-DAI,SLP,sushiLpToken,0xcd578f016888b57f1b1e3f887f392f0159e26747,2,18,https://polygonscan.com/address/0xcd578f016888b57f1b1e3f887f392f0159e26747,
Sushi LP USDC-USDT,SLP,sushiLpToken,0x4b1f1e2435a9c96f7330faea190ef6a7c8d70001,2,18,https://polygonscan.com/address/0x4b1f1e2435a9c96f7330faea190ef6a7c8d70001,
Sushi LP WETH-DAI,SLP,sushiLpToken,0x6ff62bfb8c12109e8000935a6de54dad83a4f39f,2,18,https://polygonscan.com/address/0x6ff62bfb8c12109e8000935a6de54dad83a4f39f,
