AssetName,Address,AssetType,ChainlinkPriceFeed,AggregatorName
Synth sETH,0x94B41091eB29b36003aC1C6f0E55a5225633c884,0,0xCb7895bDC70A1a1Dce69b689FD7e43A627475A06
Synth sBTC,0x23F608ACc41bd7BCC617a01a9202214EE305439a,0,0x81AE7F8fF54070C52f0eB4EB5b8890e1506AA4f4
Synth sLINK,0xe2B26511C64FE18Acc0BE8EA7c888cDFcacD846E,0,0xb37aA79EBc31B93864Bff2d5390b385bE482897b
Synth sUSD,0x8c6f28f2F1A3C87F0f938b96d27520d9751ec8d9,0,,USDPriceAggregator
