Asset Name,Symbol,Type,Address,AssetType,precision,Link
QUICK Token,QUICK,currency,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,0,18,https://polygonscan.com/address/0x2791bca1f2de4661ed88a30c99a7a9449aa84174
