AssetType,GuardName,GuardAddress,Description
0,ERC20Guard,0x8e79573f9Eb904eE9e6DAB5ee03d597e8F20714F,ERC20 tokens
2,SushiLPAssetGuard,0x2C4a88224269d030560CC06a0Bc8457E4C1aA93e,Sushi LP tokens
3,AaveLendingPoolAssetGuard,0xAcCc87bcF4d6dCDD9c4CEF1c8Eecd2205d7030A7,Aave Lending Pool
4,LendingEnabledAssetGuard,0x89833397D0F634c7f73fD5dE72B80441Bafe240E,Lending Enabled Asset tokens
5,QuickLPAssetGuard,0x8fFdd6C2eb438fB2D98D5f0a990f52E3FF88d946,Quick LP tokens
